snp	chromosome	basepair	gene	phewas_code	phewas_string	cases	odds_ratio	p
rs2872507	17	38040763.0	*IKZF3	281.1	Megaloblastic anemia	176	1.466	0.00045190000000000003
rs2872507	17	38040763.0	*IKZF3	737.0	Curvature of spine	353	0.7863	0.002374
rs2872507	17	38040763.0	*IKZF3	281.12	Other vitamin B12 deficiency anemia	84	1.58	0.0035259999999999996
rs2872507	17	38040763.0	*IKZF3	593.0	Hematuria	1939	0.894	0.005151
rs2872507	17	38040763.0	*IKZF3	722.7	Intervertebral disc disorder with myelopathy	52	0.5573	0.0058579999999999995
rs2872507	17	38040763.0	*IKZF3	281.0	Other deficiency anemia	307	1.255	0.006266
rs2872507	17	38040763.0	*IKZF3	735.21	Hammer toe (acquired	563	0.8383	0.0069099999999999995
rs2872507	17	38040763.0	*IKZF3	362.9	Retinal edema and hypertensive retinopathy	220	0.7603	0.0070409999999999995
rs2872507	17	38040763.0	*IKZF3	964.0	Poisoning by agents primarily affecting blood constituents	71	0.622	0.0077540000000000005
rs2872507	17	38040763.0	*IKZF3	715.1	Sacroiliitis NEC	47	1.755	0.007781000000000001
rs2872507	17	38040763.0	*IKZF3	599.4	Urinary incontinence	1353	0.8879	0.008565000000000001
rs2872507	17	38040763.0	*IKZF3	364.4	Corneal degenerations	184	0.7473	0.009046
rs2872507	17	38040763.0	*IKZF3	600.0	Hyperplasia of prostate	2205	0.8773	0.009643
rs2872507	17	38040763.0	*IKZF3	964.1	Anticoagulants causing adverse effects	63	0.6126	0.009794
rs2872507	17	38040763.0	*IKZF3	700.0	Corns and callosities	859	0.8754	0.012740000000000001
rs2872507	17	38040763.0	*IKZF3	740.2	Osteoarthrosis, generalized	530	0.8415	0.01404
rs2872507	17	38040763.0	*IKZF3	473.4	Voice disturbance	487	0.8451	0.01541
rs2872507	17	38040763.0	*IKZF3	603.0	Other disorders of testis	201	0.7427	0.01598
rs2872507	17	38040763.0	*IKZF3	753.1	Congenital cataract and lens anomalies	35	0.5387	0.01608
rs2872507	17	38040763.0	*IKZF3	433.6	Acute, but ill-defined cerebrovascular disease	579	0.8569	0.0161
rs2872507	17	38040763.0	*IKZF3	281.11	Pernicious anemia	109	1.3840000000000001	0.01769
rs2872507	17	38040763.0	*IKZF3	751.0	Genitourinary congenital anomalies	152	0.7553	0.01791
rs2872507	17	38040763.0	*IKZF3	496.0	Chronic airway obstruction	1807	0.9116	0.01806
rs2872507	17	38040763.0	*IKZF3	473.1	Chronic laryngitis	35	0.5427	0.01832
rs2872507	17	38040763.0	*IKZF3	603.1	Hydrocele	125	0.7021	0.01926
rs2872507	17	38040763.0	*IKZF3	8.52	Intestinal infection due to C. difficile	149	0.7575	0.01983
rs2872507	17	38040763.0	*IKZF3	735.2	Acquired toe deformities	758	0.8765	0.0202
rs2872507	17	38040763.0	*IKZF3	270.38	Other specified disorders of plasma protein metabolism	28	0.512	0.02112
rs2872507	17	38040763.0	*IKZF3	286.0	Coagulation defects	2191	0.9211	0.02159
rs2872507	17	38040763.0	*IKZF3	709.2	Sicca syndrome	100	0.7139	0.02186
rs2872507	17	38040763.0	*IKZF3	374.3	Ptosis of eyelid	597	0.8568	0.02224
rs2872507	17	38040763.0	*IKZF3	477.0	Epistaxis or throat hemorrage	493	0.8519	0.02274
rs2872507	17	38040763.0	*IKZF3	288.2	Elevated white blood cell count	239	0.8079	0.02315
rs2872507	17	38040763.0	*IKZF3	751.21	Cystic kidney disease	75	0.6801	0.023459999999999998
rs2872507	17	38040763.0	*IKZF3	364.9	Cornea replaced by transplant	49	0.6183	0.02416
rs2872507	17	38040763.0	*IKZF3	702.2	Seborrheic keratosis	2570	0.9226	0.024419999999999997
rs2872507	17	38040763.0	*IKZF3	558.0	Noninfectious gastroenteritis	1035	0.8863	0.02486
rs2872507	17	38040763.0	*IKZF3	151.0	Cancer of stomach	51	1.565	0.0257
rs2872507	17	38040763.0	*IKZF3	681.0	Superficial cellulitis and abscess	2493	0.9266	0.02575
rs2872507	17	38040763.0	*IKZF3	599.0	Other symptoms/disorders or the urinary system	3821	0.9336	0.025830000000000002
rs2872507	17	38040763.0	*IKZF3	473.0	Diseases of the larynx and vocal cords	659	0.8744	0.02623
rs2872507	17	38040763.0	*IKZF3	614.1	Pelvic peritoneal adhesions, female (postoperative) (postinfection)	25	1.912	0.02688
rs2872507	17	38040763.0	*IKZF3	350.5	Abnormal reflex	26	1.8719999999999999	0.02754
rs2872507	17	38040763.0	*IKZF3	527.0	Diseases of the salivary glands	238	0.8113	0.02762
rs2872507	17	38040763.0	*IKZF3	764.0	Sciatica	744	1.13	0.02853
rs2872507	17	38040763.0	*IKZF3	912.0	Insect bite	348	1.189	0.02868
rs2872507	17	38040763.0	*IKZF3	689.0	Disorder of skin and subcutaneous tissue NOS	2203	0.9224	0.028980000000000002
rs2872507	17	38040763.0	*IKZF3	809.0	Fracture of unspecified bones	842	0.89	0.02907
rs2872507	17	38040763.0	*IKZF3	110.13	Dermatophytosis of the body	169	0.7825	0.02907
rs2872507	17	38040763.0	*IKZF3	389.0	Hearing loss	3601	1.07	0.02928
rs2872507	17	38040763.0	*IKZF3	276.5	Hypovolemia	1436	0.9117	0.03009
rs2872507	17	38040763.0	*IKZF3	800.4	Fracture of patella	126	0.7539	0.03048
rs2872507	17	38040763.0	*IKZF3	721.2	Spondylosis with myelopathy	153	1.2819999999999998	0.032
rs2872507	17	38040763.0	*IKZF3	756.0	Other congenital musculoskeletal anomalies	26	0.5253	0.03286
rs2872507	17	38040763.0	*IKZF3	743.2	Pathologic fracture	517	0.8663	0.03307
rs2872507	17	38040763.0	*IKZF3	277.4	Disorders of bilirubin excretion	46	1.568	0.03336
rs2872507	17	38040763.0	*IKZF3	53.1	Herpes zoster with nervous system complications	89	1.379	0.03379
rs2872507	17	38040763.0	*IKZF3	599.6	Oliguria and anuria	28	0.5467	0.03403
rs2872507	17	38040763.0	*IKZF3	618.5	Prolapse of vaginal vault after hysterectomy	102	0.7362	0.035039999999999995
rs2872507	17	38040763.0	*IKZF3	965.1	Opiates and related narcotics causing adverse effects in therapeutic use	250	0.8162	0.03519
rs2872507	17	38040763.0	*IKZF3	389.1	Sensorineural hearing loss	2291	1.081	0.035910000000000004
rs2872507	17	38040763.0	*IKZF3	286.5	Hemorrhagic disorder due to intrinsic circulating anticoagulants	2012	0.9259	0.03888
rs2872507	17	38040763.0	*IKZF3	563.0	Constipation	1449	0.9072	0.03945
rs2872507	17	38040763.0	*IKZF3	599.2	Retention of urine	1095	0.9036	0.040010000000000004
rs2872507	17	38040763.0	*IKZF3	440.22	Atherosclerosis of native arteries of the extremities with intermittent claudication	961	1.13	0.04087
rs2872507	17	38040763.0	*IKZF3	596.0	Other disorders of bladder	727	0.8927	0.042910000000000004
rs2872507	17	38040763.0	*IKZF3	287.0	Purpura and other hemorrhagic conditions	786	0.8948	0.0434
rs2872507	17	38040763.0	*IKZF3	726.3	Bursitis	693	0.8776	0.04371
rs2872507	17	38040763.0	*IKZF3	871.3	Open wound of foot except toe(s) alone	92	1.349	0.04382
rs2872507	17	38040763.0	*IKZF3	531.2	Gastric ulcer	280	0.8352	0.04452
rs2872507	17	38040763.0	*IKZF3	931.0	Contact dermatitis and other eczema due to plants [except food]	52	1.495	0.04546
rs2872507	17	38040763.0	*IKZF3	368.4	Visual field defects	282	0.84	0.045810000000000003
rs2872507	17	38040763.0	*IKZF3	603.2	Spermatocele	68	0.6738	0.0461
rs2872507	17	38040763.0	*IKZF3	701.0	Other hypertrophic and atrophic conditions of skin	1824	0.9249	0.04643
rs2872507	17	38040763.0	*IKZF3	284.1	Pancytopenia	80	0.7237	0.047869999999999996
rs2872507	17	38040763.0	*IKZF3	751.2	Congenital anomalies of urinary system	107	0.7579	0.049069999999999996
rs2872507	17	38040763.0	*IKZF3	269.0	Proteinuria	248	0.8337	0.04922
rs2872507	17	38040763.0	*IKZF3	562.1	Diverticulosis	2483	0.9242	0.04985
rs2872507	17	38040763.0	*IKZF3	526.5	Inflammatory conditions of jaw	81	1.3719999999999999	0.049960000000000004
rs2872507	17	38040763.0	*IKZF3	201.0	Hodgkin's disease	45	0.6502	0.051370000000000006
rs2872507	17	38040763.0	*IKZF3	740.0	Osteoarthrosis	5272	0.9433	0.05161
rs2872507	17	38040763.0	*IKZF3	443.8	Other specified peripheral vascular diseases	32	1.6440000000000001	0.0524
rs2872507	17	38040763.0	*IKZF3	598.0	Abnormal findings on examination of urine	694	0.8939	0.05382000000000001
rs2872507	17	38040763.0	*IKZF3	317.0	Alcohol-related disorders	515	0.8809999999999999	0.054689999999999996
rs2872507	17	38040763.0	*IKZF3	797.0	Shock	141	0.7906	0.055060000000000005
rs2872507	17	38040763.0	*IKZF3	740.9	Osteoarthrosis NOS	4527	0.9403	0.055529999999999996
rs2872507	17	38040763.0	*IKZF3	572.0	Ascites (non malignant)	136	0.7889	0.056639999999999996
rs2872507	17	38040763.0	*IKZF3	691.0	Congenital anomalies of skin	122	0.777	0.056960000000000004
rs2872507	17	38040763.0	*IKZF3	614.51	Cervicitis and endocervicitis	72	0.7183	0.05747000000000001
rs2872507	17	38040763.0	*IKZF3	300.13	Phobia	30	1.653	0.05753
rs2872507	17	38040763.0	*IKZF3	259.0	Other endocrine disorders	80	0.7324	0.05754
rs2872507	17	38040763.0	*IKZF3	362.23	Cystoid macular degeneration of retina	254	0.8311	0.05848
rs2872507	17	38040763.0	*IKZF3	743.21	Pathologic fracture of vertebrae	331	0.8555	0.05878
rs2872507	17	38040763.0	*IKZF3	803.0	Fracture of upper limb	1015	0.9108	0.05936
rs2872507	17	38040763.0	*IKZF3	707.3	Chronic ulcer of unspecified site	260	1.183	0.05989
rs2872507	17	38040763.0	*IKZF3	287.1	Spontaneous ecchymoses	70	0.7187	0.060039999999999996
rs2872507	17	38040763.0	*IKZF3	189.11	Malignant neoplasm of kidney, except pelvis	172	1.228	0.061110000000000005
rs2872507	17	38040763.0	*IKZF3	519.2	Respiratory complications	63	0.7097	0.06312000000000001
rs2872507	17	38040763.0	*IKZF3	562.2	Diverticulitis	460	0.8724	0.06364
rs2872507	17	38040763.0	*IKZF3	420.3	Endocarditis	177	1.22	0.06373
rs2872507	17	38040763.0	*IKZF3	346.0	Abnormal findings on study of brain and/or nervous system	87	0.7508	0.06543
rs2872507	17	38040763.0	*IKZF3	360.3	Hypotony of eye	28	0.5962	0.06619
rs2872507	17	38040763.0	*IKZF3	793.7	Nonspecific abnormal findings on radiological and other examination of musculoskeletal system	72	1.36	0.06621
rs2872507	17	38040763.0	*IKZF3	290.11	Alzheimer's disease	737	0.8937	0.06646
rs2872507	17	38040763.0	*IKZF3	446.0	Polyarteritis nodosa and allied conditions	184	1.217	0.06652000000000001
rs2872507	17	38040763.0	*IKZF3	697.0	Sarcoidosis	69	0.7254	0.06751
