snp	chromosome	basepair	gene	phewas_code	phewas_string	cases	odds_ratio	p
rs6763931	3	141102833.0	ZBTB38	327.5	Parasomnia	62	1.95	0.0002537
rs6763931	3	141102833.0	ZBTB38	555.1	Regional enteritis	110	1.5759999999999998	0.0007987000000000001
rs6763931	3	141102833.0	ZBTB38	698.0	Pruritus and related conditions	502	0.8059	0.001206
rs6763931	3	141102833.0	ZBTB38	622.0	Polyp of female genital organs	312	1.3019999999999998	0.00155
rs6763931	3	141102833.0	ZBTB38	960.0	Poisoning by antibiotics	590	0.8119	0.001865
rs6763931	3	141102833.0	ZBTB38	614.1	Pelvic peritoneal adhesions, female (postoperative) (postinfection)	25	0.3391	0.002117
rs6763931	3	141102833.0	ZBTB38	598.4	Other cells and casts in urine	141	0.6578	0.002549
rs6763931	3	141102833.0	ZBTB38	594.3	Calculus of ureter	338	1.247	0.004954
rs6763931	3	141102833.0	ZBTB38	710.19	Unspecified osteomyelitis	192	0.7421	0.00507
rs6763931	3	141102833.0	ZBTB38	735.3	Hallux valgus (Bunion)	667	0.8388	0.005256
rs6763931	3	141102833.0	ZBTB38	622.2	Mucous polyp of cervix	145	1.3969999999999998	0.005536999999999999
rs6763931	3	141102833.0	ZBTB38	610.4	Benign neoplasm of breast	78	1.558	0.005887
rs6763931	3	141102833.0	ZBTB38	960.1	Adverse effects of antibacterials (not penicillins)	53	0.5566	0.005998
rs6763931	3	141102833.0	ZBTB38	201.0	Hodgkin's disease	45	1.7830000000000001	0.006667
rs6763931	3	141102833.0	ZBTB38	317.0	Alcohol-related disorders	515	1.1909999999999998	0.00689
rs6763931	3	141102833.0	ZBTB38	531.1	Hemorrhage from gastrointestinal ulcer	140	0.7132	0.007499
rs6763931	3	141102833.0	ZBTB38	367.1	Myopia	2716	0.8908	0.007982
rs6763931	3	141102833.0	ZBTB38	202.22	Reticulosarcoma	62	1.585	0.0101
rs6763931	3	141102833.0	ZBTB38	733.4	Aseptic necrosis of bone	78	0.6491	0.01066
rs6763931	3	141102833.0	ZBTB38	575.7	Other disorders of gallbladder	72	0.6392	0.01151
rs6763931	3	141102833.0	ZBTB38	260.1	Cachexia	32	0.5007	0.01153
rs6763931	3	141102833.0	ZBTB38	202.23	Lymphosarcoma	29	1.96	0.01162
rs6763931	3	141102833.0	ZBTB38	480.2	Viral pneumonia	29	1.949	0.01281
rs6763931	3	141102833.0	ZBTB38	960.2	Allergy/adverse effect of penicillin	439	0.828	0.01288
rs6763931	3	141102833.0	ZBTB38	440.1	Atherosclerosis of renal artery	285	1.258	0.01384
