snp	chromosome	basepair	gene	phewas_code	phewas_string	cases	odds_ratio	p
rs907092	17	37922259.0	IKZF3	281.1	Megaloblastic anemia	176	1.4469999999999998	0.0007171
rs907092	17	37922259.0	IKZF3	722.7	Intervertebral disc disorder with myelopathy	52	0.5005	0.001372
rs907092	17	37922259.0	IKZF3	737.0	Curvature of spine	353	0.7845	0.002151
rs907092	17	37922259.0	IKZF3	735.21	Hammer toe (acquired	563	0.8261	0.003418
rs907092	17	37922259.0	IKZF3	362.9	Retinal edema and hypertensive retinopathy	220	0.7446	0.0038880000000000004
rs907092	17	37922259.0	IKZF3	360.3	Hypotony of eye	28	0.4196	0.004007
rs907092	17	37922259.0	IKZF3	277.4	Disorders of bilirubin excretion	46	1.848	0.004371
rs907092	17	37922259.0	IKZF3	700.0	Corns and callosities	859	0.8631	0.005821
rs907092	17	37922259.0	IKZF3	603.1	Hydrocele	125	0.6587	0.006045
rs907092	17	37922259.0	IKZF3	603.0	Other disorders of testis	201	0.7123	0.006177
rs907092	17	37922259.0	IKZF3	281.0	Other deficiency anemia	307	1.252	0.006795000000000001
rs907092	17	37922259.0	IKZF3	281.12	Other vitamin B12 deficiency anemia	84	1.527	0.006973
rs907092	17	37922259.0	IKZF3	286.0	Coagulation defects	2191	0.9084	0.007097
rs907092	17	37922259.0	IKZF3	600.0	Hyperplasia of prostate	2205	0.8733	0.007388
rs907092	17	37922259.0	IKZF3	964.0	Poisoning by agents primarily affecting blood constituents	71	0.6229	0.00787
rs907092	17	37922259.0	IKZF3	496.0	Chronic airway obstruction	1807	0.9016	0.008004
rs907092	17	37922259.0	IKZF3	593.0	Hematuria	1939	0.9015	0.009590000000000001
rs907092	17	37922259.0	IKZF3	964.1	Anticoagulants causing adverse effects	63	0.6157	0.0104
rs907092	17	37922259.0	IKZF3	599.4	Urinary incontinence	1353	0.8926	0.01187
rs907092	17	37922259.0	IKZF3	281.11	Pernicious anemia	109	1.412	0.0121
rs907092	17	37922259.0	IKZF3	286.5	Hemorrhagic disorder due to intrinsic circulating anticoagulants	2012	0.9114	0.01252
rs907092	17	37922259.0	IKZF3	809.0	Fracture of unspecified bones	842	0.8765	0.0135
rs907092	17	37922259.0	IKZF3	743.2	Pathologic fracture	517	0.8464	0.01365
rs907092	17	37922259.0	IKZF3	753.1	Congenital cataract and lens anomalies	35	0.5309	0.013730000000000001
rs907092	17	37922259.0	IKZF3	389.0	Hearing loss	3601	1.079	0.014230000000000001
rs907092	17	37922259.0	IKZF3	558.0	Noninfectious gastroenteritis	1035	0.877	0.014480000000000002
rs907092	17	37922259.0	IKZF3	374.3	Ptosis of eyelid	597	0.8494	0.01565
rs907092	17	37922259.0	IKZF3	735.2	Acquired toe deformities	758	0.8725	0.01601
rs907092	17	37922259.0	IKZF3	475.9	Postnasal drip	47	0.5917	0.01629
rs907092	17	37922259.0	IKZF3	473.0	Diseases of the larynx and vocal cords	659	0.8663	0.0173
rs907092	17	37922259.0	IKZF3	473.1	Chronic laryngitis	35	0.5395	0.01735
rs907092	17	37922259.0	IKZF3	709.2	Sicca syndrome	100	0.7062	0.018119999999999997
rs907092	17	37922259.0	IKZF3	473.4	Voice disturbance	487	0.8492	0.01849
rs907092	17	37922259.0	IKZF3	270.38	Other specified disorders of plasma protein metabolism	28	0.5056	0.01871
rs907092	17	37922259.0	IKZF3	287.0	Purpura and other hemorrhagic conditions	786	0.8788	0.01882
rs907092	17	37922259.0	IKZF3	751.21	Cystic kidney disease	75	0.6711	0.01926
rs907092	17	37922259.0	IKZF3	433.6	Acute, but ill-defined cerebrovascular disease	579	0.861	0.0195
rs907092	17	37922259.0	IKZF3	520.0	Disorders of tooth development	199	1.2790000000000001	0.0209
rs907092	17	37922259.0	IKZF3	287.1	Spontaneous ecchymoses	70	0.6649	0.02111
rs907092	17	37922259.0	IKZF3	740.2	Osteoarthrosis, generalized	530	0.8504	0.02132
rs907092	17	37922259.0	IKZF3	362.23	Cystoid macular degeneration of retina	254	0.7979	0.02195
rs907092	17	37922259.0	IKZF3	259.0	Other endocrine disorders	80	0.6865	0.02302
rs907092	17	37922259.0	IKZF3	389.1	Sensorineural hearing loss	2291	1.087	0.023530000000000002
rs907092	17	37922259.0	IKZF3	8.52	Intestinal infection due to C. difficile	149	0.7661	0.02493
rs907092	17	37922259.0	IKZF3	350.2	Abnormality of gait	1304	0.9049	0.025240000000000002
rs907092	17	37922259.0	IKZF3	715.1	Sacroiliitis NEC	47	1.594	0.025769999999999998
rs907092	17	37922259.0	IKZF3	721.2	Spondylosis with myelopathy	153	1.2919999999999998	0.027239999999999997
