snp	chromosome	basepair	gene	phewas_code	phewas_string	cases	odds_ratio	p
rs3894194	17	38121993.0	GSDMA	281.1	Megaloblastic anemia	176	0.687	0.0008476000000000001
rs3894194	17	38121993.0	GSDMA	281.12	Other vitamin B12 deficiency anemia	84	0.5776	0.0009279999999999999
rs3894194	17	38121993.0	GSDMA	803.1	Fracture of humerus	331	1.2819999999999998	0.002593
rs3894194	17	38121993.0	GSDMA	281.0	Other deficiency anemia	307	0.7803	0.003403
rs3894194	17	38121993.0	GSDMA	721.2	Spondylosis with myelopathy	153	0.7181	0.005340999999999999
rs3894194	17	38121993.0	GSDMA	337.1	Peripheral autonomic neuropathy	150	0.7187	0.005368
rs3894194	17	38121993.0	GSDMA	345.0	Epilepsy, recurrent seizures, convulsions	512	0.8419	0.008143000000000001
rs3894194	17	38121993.0	GSDMA	374.3	Ptosis of eyelid	597	1.192	0.008723999999999999
rs3894194	17	38121993.0	GSDMA	842.0	Other sprains and strains	188	1.3230000000000002	0.009636
rs3894194	17	38121993.0	GSDMA	480.2	Viral pneumonia	29	0.4708	0.009785
rs3894194	17	38121993.0	GSDMA	110.12	Althete's foot	307	1.238	0.01029
rs3894194	17	38121993.0	GSDMA	803.0	Fracture of upper limb	1015	1.135	0.01054
rs3894194	17	38121993.0	GSDMA	524.3	Anomalies of tooth position/malocclusion	61	1.585	0.01231
rs3894194	17	38121993.0	GSDMA	754.0	Congenital musculoskeletal deformities of spine	126	1.3769999999999998	0.012320000000000001
rs3894194	17	38121993.0	GSDMA	519.8	Other diseases of respiratory system, NEC	151	1.339	0.01272
rs3894194	17	38121993.0	GSDMA	451.0	Phlebitis and thrombophlebitis	565	1.186	0.01409
rs3894194	17	38121993.0	GSDMA	359.0	Muscular dystrophies and other myopathies	108	0.7099	0.015019999999999999
rs3894194	17	38121993.0	GSDMA	345.12	Partial epilepsy	128	0.7303	0.015390000000000001
rs3894194	17	38121993.0	GSDMA	962.2	Insulins and antidiabetic agents causing adverse effects in therapeutic use	45	0.5807	0.01595
rs3894194	17	38121993.0	GSDMA	362.4	Retinal vascular changes and abnomalities	496	1.189	0.01648
rs3894194	17	38121993.0	GSDMA	277.7	Dysmetabolic syndrome X	112	0.7189	0.0168
rs3894194	17	38121993.0	GSDMA	528.11	Stomatitis and mucositis (ulcerative)	44	0.5808	0.01753
rs3894194	17	38121993.0	GSDMA	244.2	Acquired hypothyroidism	45	0.584	0.01854
rs3894194	17	38121993.0	GSDMA	627.2	Symptomatic menopause	1847	1.133	0.01867
rs3894194	17	38121993.0	GSDMA	364.9	Cornea replaced by transplant	49	1.63	0.01951
rs3894194	17	38121993.0	GSDMA	151.0	Cancer of stomach	51	0.6112	0.01955
rs3894194	17	38121993.0	GSDMA	704.8	Other specified diseases of hair and hair follicles	206	1.262	0.01971
rs3894194	17	38121993.0	GSDMA	624.0	Symptoms involving female genital tract	167	0.7604	0.02096
rs3894194	17	38121993.0	GSDMA	585.3	Chronic renal failure [CKD]	1544	1.099	0.02101
rs3894194	17	38121993.0	GSDMA	426.8	Other cardiac conduction disorders	52	1.6030000000000002	0.02159
rs3894194	17	38121993.0	GSDMA	345.1	Epilepsy	170	0.7735	0.02214
rs3894194	17	38121993.0	GSDMA	689.0	Disorder of skin and subcutaneous tissue NOS	2203	1.087	0.02276
rs3894194	17	38121993.0	GSDMA	691.0	Congenital anomalies of skin	122	1.345	0.023280000000000002
rs3894194	17	38121993.0	GSDMA	585.0	Renal failure	2061	1.0859999999999999	0.02345
rs3894194	17	38121993.0	GSDMA	694.0	Dyschromia and Vitiligo	513	1.159	0.023809999999999998
rs3894194	17	38121993.0	GSDMA	681.1	Cellulitis and abscess of fingers/toes	581	1.151	0.02423
rs3894194	17	38121993.0	GSDMA	337.0	Disorders of the autonomic nervous system	217	0.8023	0.024640000000000002
rs3894194	17	38121993.0	GSDMA	519.0	Other diseases of respiratory system, not elsewhere classified	716	1.1320000000000001	0.0249
rs3894194	17	38121993.0	GSDMA	451.2	Phlebitis and thrombophlebitis of lower extremities	440	1.194	0.024990000000000002
rs3894194	17	38121993.0	GSDMA	569.2	Gastrointestinal complications	270	0.8192	0.02508
rs3894194	17	38121993.0	GSDMA	735.21	Hammer toe (acquired	563	1.156	0.02617
rs3894194	17	38121993.0	GSDMA	700.0	Corns and callosities	859	1.126	0.026269999999999998
rs3894194	17	38121993.0	GSDMA	246.7	Abnormal results of function study of thyroid	290	1.213	0.027360000000000002
rs3894194	17	38121993.0	GSDMA	345.3	Convulsions	461	0.8603	0.02744
rs3894194	17	38121993.0	GSDMA	618.5	Prolapse of vaginal vault after hysterectomy	102	1.3719999999999999	0.02745
rs3894194	17	38121993.0	GSDMA	288.2	Elevated white blood cell count	239	1.227	0.02766
rs3894194	17	38121993.0	GSDMA	256.4	Polycystic ovaries	33	1.76	0.02938
rs3894194	17	38121993.0	GSDMA	587.0	Kidney replaced by transpant	116	1.3319999999999999	0.030510000000000002
rs3894194	17	38121993.0	GSDMA	218.1	Uterine leiomyoma	407	0.8487	0.03146
rs3894194	17	38121993.0	GSDMA	585.1	Acute renal failure	797	1.123	0.03175
rs3894194	17	38121993.0	GSDMA	216.0	Benign neoplasm of skin	2106	1.08	0.03198
rs3894194	17	38121993.0	GSDMA	840.0	Sprains and strains	2841	1.083	0.03243
