snp	chromosome	basepair	gene	phewas_code	phewas_string	cases	odds_ratio	p
rs2290400	17	38066240.0	GSDMB	281.1	Megaloblastic anemia	176	1.456	0.0006172999999999999
rs2290400	17	38066240.0	GSDMB	600.0	Hyperplasia of prostate	2205	0.8475	0.001001
rs2290400	17	38066240.0	GSDMB	281.0	Other deficiency anemia	307	1.288	0.0023899999999999998
rs2290400	17	38066240.0	GSDMB	281.12	Other vitamin B12 deficiency anemia	84	1.619	0.002447
rs2290400	17	38066240.0	GSDMB	277.4	Disorders of bilirubin excretion	46	1.933	0.0026309999999999997
rs2290400	17	38066240.0	GSDMB	721.2	Spondylosis with myelopathy	153	1.423	0.0026780000000000003
rs2290400	17	38066240.0	GSDMB	374.3	Ptosis of eyelid	597	0.8207	0.003031
rs2290400	17	38066240.0	GSDMB	420.0	Carditis	362	1.226	0.007256
rs2290400	17	38066240.0	GSDMB	362.9	Retinal edema and hypertensive retinopathy	220	0.7648	0.007498
rs2290400	17	38066240.0	GSDMB	110.13	Dermatophytosis of the body	169	0.7451	0.008062999999999999
rs2290400	17	38066240.0	GSDMB	288.2	Elevated white blood cell count	239	0.7809	0.00812
rs2290400	17	38066240.0	GSDMB	603.0	Other disorders of testis	201	0.7267	0.008412000000000001
rs2290400	17	38066240.0	GSDMB	721.0	Spondylosis and allied disorders	2154	1.103	0.008602
rs2290400	17	38066240.0	GSDMB	337.1	Peripheral autonomic neuropathy	150	1.36	0.009022
rs2290400	17	38066240.0	GSDMB	364.4	Corneal degenerations	184	0.7545	0.01026
rs2290400	17	38066240.0	GSDMB	721.1	Spondylosis without myelopathy	2029	1.102	0.011000000000000001
rs2290400	17	38066240.0	GSDMB	433.6	Acute, but ill-defined cerebrovascular disease	579	0.8504	0.011059999999999999
rs2290400	17	38066240.0	GSDMB	753.1	Congenital cataract and lens anomalies	35	0.5284	0.011179999999999999
rs2290400	17	38066240.0	GSDMB	603.1	Hydrocele	125	0.6867	0.01176
rs2290400	17	38066240.0	GSDMB	691.0	Congenital anomalies of skin	122	0.718	0.012
